User ID,Age,Gender,Country,Purchase Amount,Purchase Date,Product Category,YearMonth
96,42,Other,Canada,166.14,2021-10-30,Home & Kitchen,2021-10
97,62,Male,,396.59,2022-02-11,Clothing,2022-02
98,58,Male,Canada,90.19,2021-07-04,Home & Kitchen,2021-07
99,43,Male,Germany,347.07,2022-09-21,Electronics,2022-09
100,32,Female,USA,283.95,2023-09-22,Clothing,2023-09
101,62,Other,Canada,78.0,2022-11-19,Sports,2022-11
102,18,Other,Canada,346.0,2021-03-15,Clothing,2021-03
103,42,Female,Germany,75.46,2020-09-14,Clothing,2020-09
104,24,Other,UK,202.23,2022-02-21,Electronics,2022-02
105,43,Other,UK,157.74,2021-07-16,Clothing,2021-07
106,41,Male,,346.55,2020-08-21,Home & Kitchen,2020-08
107,18,Female,France,392.27,2020-01-26,Books,2020-01
108,61,Male,France,88.32,2021-06-06,Electronics,2021-06
109,25,Female,USA,406.94,2021-01-18,Electronics,2021-01
110,41,Male,France,8.57,2021-01-27,Electronics,2021-01
111,28,Other,Australia,267.38,2021-04-06,Home & Kitchen,2021-04
112,68,Female,Australia,260.81,2022-04-18,Home & Kitchen,2022-04
113,34,Female,Australia,313.79,2023-03-07,Home & Kitchen,2023-03
114,25,Male,Australia,123.65,2022-01-06,Beauty,2022-01
115,52,Female,Germany,9.88,2020-04-19,Home & Kitchen,2020-04
116,52,Other,UK,230.11,2023-09-13,Clothing,2023-09
117,50,Other,USA,40.35,2020-07-24,Electronics,2020-07
118,22,Other,,281.94,2022-12-30,Beauty,2022-12
120,56,Female,USA,215.49,2020-07-03,Sports,2020-07
121,58,Male,UK,219.83,2021-08-24,Books,2021-08
122,45,Other,France,278.67,2022-01-28,Clothing,2022-01
123,24,Female,Germany,392.35,2023-11-07,Books,2023-11
124,26,Other,UK,281.94,2022-01-14,Clothing,2022-01
125,25,Female,USA,281.94,2022-06-09,Clothing,2022-06
126,29,Female,Canada,386.7,2021-02-02,Clothing,2021-02
127,51,Male,Germany,45.68,2021-06-28,Electronics,2021-06
128,43,Female,USA,322.57,2022-06-25,Books,2022-06
129,65,Other,,402.7,2021-11-12,Books,2021-11
130,40,Female,UK,144.93,2022-09-04,Home & Kitchen,2022-09
131,41,Other,USA,227.31,2020-11-09,Books,2020-11
133,52,Other,Australia,402.92,2021-10-19,Sports,2021-10
134,43,Female,Germany,353.11,2023-03-15,Home & Kitchen,2023-03
136,39,Other,,198.16,2021-11-22,Clothing,2021-11
137,44,Female,Germany,349.18,2020-10-26,Electronics,2020-10
138,52,Other,Canada,182.29,2022-07-15,Beauty,2022-07
139,18,Female,Australia,85.4,2023-07-12,Clothing,2023-07
140,52,Male,,261.66,2022-12-09,Sports,2022-12
141,54,Other,UK,363.17,2022-01-11,Beauty,2022-01
142,64,Male,UK,163.8,2023-10-30,Electronics,2023-10
144,20,Other,France,415.62,2022-11-08,Beauty,2022-11
145,18,Male,Germany,281.94,2020-11-03,Clothing,2020-11
146,22,Other,USA,258.84,2021-06-20,Electronics,2021-06
147,43,Other,USA,347.21,2023-05-15,Sports,2023-05
148,31,Male,Canada,161.95,2023-09-10,Beauty,2023-09
149,56,Other,Australia,326.08,2020-03-15,Home & Kitchen,2020-03
150,44,Female,USA,232.56,2023-12-12,Books,2023-12
151,26,Other,Canada,287.37,2023-09-13,Clothing,2023-09
152,32,Other,Canada,297.34,2023-07-28,Home & Kitchen,2023-07
153,32,Other,UK,281.94,2023-01-03,Sports,2023-01
154,43,Male,UK,329.88,2021-08-16,Sports,2021-08
155,59,Female,Australia,135.83,2021-08-31,Beauty,2021-08
156,43,Female,Germany,34.5,2021-09-03,Beauty,2021-09
157,43,Other,,5.98,2022-10-17,Electronics,2022-10
158,49,Male,France,452.69,2022-02-23,Home & Kitchen,2022-02
159,56,Male,Australia,471.34,2020-08-28,Sports,2020-08
160,66,Female,Canada,51.59,2020-01-05,Electronics,2020-01
161,69,Male,Australia,246.09,2023-05-23,Books,2023-05
162,49,Other,France,80.04,2021-05-01,Books,2021-05
163,21,Other,Canada,474.63,2020-12-22,Electronics,2020-12
164,47,Male,France,127.18,2021-01-28,Home & Kitchen,2021-01
165,54,Other,Germany,253.32,2023-03-24,Electronics,2023-03
166,40,Female,UK,86.98,2023-11-15,Beauty,2023-11
167,56,Other,UK,169.72,2021-01-03,Electronics,2021-01
168,62,Male,Canada,137.07,2020-01-29,Home & Kitchen,2020-01
169,32,Female,Australia,240.34,2023-12-17,Books,2023-12
170,60,Other,France,212.79,2022-08-23,Sports,2022-08
171,46,Female,USA,168.74,2020-01-09,Books,2020-01
172,53,Male,Germany,57.41,2023-05-08,Beauty,2023-05
173,30,Other,France,244.82,2020-11-29,Home & Kitchen,2020-11
174,49,Other,USA,425.85,2022-08-07,Clothing,2022-08
175,24,Female,Germany,281.94,2020-08-17,Home & Kitchen,2020-08
177,39,Other,UK,186.22,2023-08-24,Books,2023-08
178,45,Other,Canada,355.67,2023-09-16,Home & Kitchen,2023-09
179,19,Other,France,235.44,2022-02-17,Home & Kitchen,2022-02
180,59,Male,Germany,79.39,2023-10-15,Home & Kitchen,2023-10
181,62,Other,France,212.43,2023-04-21,Books,2023-04
182,43,Female,Germany,70.71,2021-01-21,Beauty,2021-01
184,45,Female,UK,16.41,2020-12-04,Clothing,2020-12
185,61,Female,Canada,145.01,2023-05-08,Electronics,2023-05
186,61,Female,USA,281.94,2023-04-19,Beauty,2023-04
187,43,Male,USA,351.22,2021-07-18,Books,2021-07
188,43,Male,Australia,271.31,2023-12-31,Electronics,2023-12
189,28,Male,UK,429.93,2022-04-12,Home & Kitchen,2022-04
190,45,Other,Germany,92.35,2022-11-29,Sports,2022-11
191,42,Female,UK,136.65,2020-08-09,Home & Kitchen,2020-08
192,56,Male,Canada,470.83,2020-10-23,Clothing,2020-10
193,50,Female,USA,224.8,2022-11-18,Home & Kitchen,2022-11
194,18,Male,France,395.58,2022-07-15,Sports,2022-07
195,43,Male,USA,248.62,2023-05-10,Books,2023-05
196,69,Male,Canada,238.19,2022-09-21,Electronics,2022-09
197,30,Female,Germany,78.32,2022-09-15,Home & Kitchen,2022-09
199,20,Male,USA,281.94,2020-05-09,Electronics,2020-05
200,56,Male,USA,158.58,2020-02-17,Clothing,2020-02
201,23,Male,France,338.37,2022-04-06,Beauty,2022-04
203,44,Female,France,441.28,2021-08-22,Electronics,2021-08
204,26,Female,,24.45,2022-02-08,Clothing,2022-02
205,54,Female,Germany,281.94,2021-07-24,Clothing,2021-07
206,50,Female,USA,281.94,2021-04-01,Beauty,2021-04
207,68,Male,Australia,281.94,2022-12-08,Home & Kitchen,2022-12
208,59,Other,UK,372.91,2021-12-28,Beauty,2021-12
209,61,Male,Germany,208.6,2023-01-04,Beauty,2023-01
210,41,Other,Australia,268.13,2023-06-25,Beauty,2023-06
211,32,Female,Germany,483.8,2020-10-16,Sports,2020-10
212,49,Other,Germany,281.94,2021-06-18,Electronics,2021-06
213,49,Male,Canada,412.57,2021-03-11,Clothing,2021-03
214,41,Male,Canada,281.94,2022-04-07,Clothing,2022-04
215,58,Female,Germany,333.06,2023-11-07,Clothing,2023-11
217,66,Male,UK,129.54,2020-09-07,Beauty,2020-09
219,43,Male,Australia,192.0,2022-07-12,Electronics,2022-07
220,29,Female,UK,407.18,2020-10-31,Clothing,2020-10
221,56,Female,USA,249.43,2021-07-10,Electronics,2021-07
223,20,Female,Australia,447.95,2022-09-17,Books,2022-09
224,66,Other,UK,281.94,2020-05-11,Clothing,2020-05
226,43,Male,Germany,392.72,2022-10-03,Sports,2022-10
227,43,Male,USA,137.16,2021-01-10,Clothing,2021-01
228,66,Other,USA,12.6,2021-11-17,Electronics,2021-11
229,19,Female,France,206.51,2021-01-05,Books,2021-01
230,19,Male,France,256.35,2023-12-06,Beauty,2023-12
231,45,Male,Germany,152.15,2020-06-03,Sports,2020-06
232,40,Female,Canada,194.76,2020-09-01,Home & Kitchen,2020-09
234,49,Female,UK,142.26,2021-11-12,Beauty,2021-11
235,50,Female,UK,123.85,2023-01-03,Sports,2023-01
236,18,Female,Canada,153.99,2023-05-14,Home & Kitchen,2023-05
237,36,Female,Germany,153.03,2022-06-15,Sports,2022-06
238,19,Female,UK,281.69,2023-12-22,Beauty,2023-12
240,43,Female,USA,470.78,2023-12-15,Electronics,2023-12
241,49,Other,USA,258.08,2021-11-03,Home & Kitchen,2021-11
242,23,Female,France,281.94,2023-03-18,Home & Kitchen,2023-03
243,49,Male,France,143.41,2020-03-28,Sports,2020-03
244,21,Other,Canada,366.23,2023-04-06,Electronics,2023-04
246,34,Female,,281.94,2023-02-11,Clothing,2023-02
247,55,Female,USA,281.94,2020-01-13,Clothing,2020-01
248,41,Male,France,262.93,2022-05-30,Electronics,2022-05
249,43,Female,USA,494.26,2022-09-20,Beauty,2022-09
251,51,Female,,474.13,2023-04-19,Beauty,2023-04
253,43,Other,Germany,470.95,2020-10-18,Books,2020-10
255,65,Female,France,151.72,2022-02-11,Clothing,2022-02
256,33,Male,France,176.46,2022-04-19,Home & Kitchen,2022-04
257,50,Other,USA,185.67,2022-07-12,Books,2022-07
258,26,Male,UK,489.69,2023-12-27,Home & Kitchen,2023-12
259,23,Other,USA,183.57,2023-04-07,Home & Kitchen,2023-04
260,33,Male,UK,58.8,2021-02-05,Beauty,2021-02
261,46,Male,Canada,390.27,2020-06-06,Beauty,2020-06
262,20,Other,Canada,186.2,2021-01-18,Beauty,2021-01
263,37,Female,USA,312.36,2021-02-01,Electronics,2021-02
264,53,Female,Canada,462.56,2020-02-25,Books,2020-02
265,36,Female,France,289.88,2023-01-01,Books,2023-01
266,43,Male,UK,320.66,2022-08-27,Home & Kitchen,2022-08
267,20,Male,Germany,323.22,2022-01-29,Home & Kitchen,2022-01
268,36,Female,Germany,308.14,2021-04-17,Beauty,2021-04
269,37,Male,Canada,84.09,2023-04-18,Electronics,2023-04
271,24,Female,France,8.79,2022-03-07,Sports,2022-03
274,50,Male,France,162.48,2023-06-06,Beauty,2023-06
275,57,Male,Germany,264.33,2022-03-05,Books,2022-03
276,56,Male,Germany,281.94,2022-04-15,Electronics,2022-04
278,57,Female,UK,150.18,2020-09-22,Sports,2020-09
279,18,Male,USA,382.46,2022-03-04,Home & Kitchen,2022-03
280,28,Female,UK,281.94,2022-12-30,Books,2022-12
281,45,Male,USA,237.54,2020-03-31,Home & Kitchen,2020-03
282,42,Other,,360.17,2023-01-04,Books,2023-01
283,67,Female,France,228.15,2021-03-20,Electronics,2021-03
284,40,Other,UK,426.43,2023-05-05,Beauty,2023-05
285,48,Male,France,169.74,2023-04-22,Electronics,2023-04
286,47,Other,UK,281.94,2020-03-17,Electronics,2020-03
288,52,Male,,270.17,2023-11-12,Books,2023-11
289,24,Male,France,337.05,2020-11-17,Electronics,2020-11
290,33,Female,Australia,173.72,2021-02-24,Beauty,2021-02
291,43,Male,,363.54,2021-06-29,Sports,2021-06
292,65,Female,Germany,163.61,2023-08-22,Home & Kitchen,2023-08
293,69,Other,Canada,201.78,2020-12-11,Sports,2020-12
294,66,Other,Canada,338.98,2021-12-15,Sports,2021-12
295,19,Female,UK,281.94,2021-12-25,Clothing,2021-12
298,29,Other,UK,461.47,2023-10-01,Beauty,2023-10
299,22,Female,USA,281.94,2021-10-20,Books,2021-10
300,54,Other,UK,406.52,2020-05-28,Sports,2020-05
301,49,Other,Australia,493.39,2021-02-21,Sports,2021-02
302,26,Male,France,309.31,2022-11-18,Sports,2022-11
303,58,Female,UK,454.85,2022-02-04,Sports,2022-02
304,52,Other,USA,281.94,2023-04-27,Clothing,2023-04
305,36,Male,UK,281.94,2020-03-05,Books,2020-03
306,65,Other,Australia,32.62,2021-11-06,Clothing,2021-11
307,33,Other,USA,395.54,2020-08-11,Sports,2020-08
308,20,Male,Germany,415.75,2021-04-20,Books,2021-04
309,37,Male,Australia,281.94,2020-11-21,Home & Kitchen,2020-11
310,41,Female,UK,321.28,2023-04-30,Clothing,2023-04
311,50,Other,USA,429.89,2020-03-28,Electronics,2020-03
312,41,Female,Australia,442.39,2020-06-06,Home & Kitchen,2020-06
313,69,Male,Germany,57.73,2023-07-20,Home & Kitchen,2023-07
315,66,Other,Canada,140.75,2023-09-17,Sports,2023-09
316,25,Female,USA,365.02,2020-10-08,Home & Kitchen,2020-10
318,55,Other,Germany,32.88,2020-06-11,Books,2020-06
319,57,Other,France,281.94,2023-04-12,Clothing,2023-04
320,37,Female,UK,207.29,2023-02-05,Clothing,2023-02
321,52,Male,Canada,371.91,2022-06-19,Home & Kitchen,2022-06
322,65,Male,USA,54.85,2023-08-17,Clothing,2023-08
323,42,Other,Australia,407.4,2020-11-26,Books,2020-11
324,52,Female,Germany,498.49,2020-05-23,Home & Kitchen,2020-05
325,42,Female,Canada,395.19,2022-12-17,Clothing,2022-12
326,43,Female,Germany,239.5,2023-08-14,Sports,2023-08
327,35,Male,France,286.24,2023-04-26,Beauty,2023-04
328,63,Male,Germany,8.05,2021-03-15,Clothing,2021-03
329,35,Female,,108.59,2021-05-02,Beauty,2021-05
330,19,Female,France,450.0,2023-11-14,Beauty,2023-11
331,52,Other,,15.76,2022-11-09,Beauty,2022-11
332,43,Other,,452.87,2023-05-20,Home & Kitchen,2023-05
333,58,Female,USA,281.94,2021-06-19,Home & Kitchen,2021-06
334,53,Female,France,70.87,2022-08-20,Beauty,2022-08
335,50,Male,Canada,91.8,2021-12-28,Sports,2021-12
336,21,Female,Germany,400.7,2021-10-11,Home & Kitchen,2021-10
337,50,Other,Germany,241.7,2021-10-26,Beauty,2021-10
339,38,Other,,344.97,2022-09-04,Electronics,2022-09
340,65,Other,France,470.64,2022-05-23,Home & Kitchen,2022-05
341,37,Male,Canada,288.36,2020-06-21,Clothing,2020-06
342,25,Other,Australia,53.86,2022-08-31,Books,2022-08
343,24,Female,Canada,281.94,2020-01-01,Clothing,2020-01
344,20,Other,USA,398.96,2022-11-14,Home & Kitchen,2022-11
346,50,Male,Canada,461.72,2022-05-29,Electronics,2022-05
347,65,Male,France,275.89,2023-05-09,Clothing,2023-05
348,29,Other,Canada,35.89,2022-07-26,Books,2022-07
351,39,Female,Germany,195.52,2021-02-12,Sports,2021-02
352,63,Male,Australia,499.8,2023-08-20,Electronics,2023-08
353,47,Female,Canada,205.66,2022-01-13,Home & Kitchen,2022-01
354,55,Female,Canada,275.39,2021-07-31,Clothing,2021-07
355,55,Female,Canada,116.57,2020-03-22,Clothing,2020-03
356,62,Male,Canada,80.31,2021-08-25,Clothing,2021-08
357,68,Other,UK,324.43,2021-06-30,Clothing,2021-06
359,44,Other,UK,7.15,2020-06-25,Sports,2020-06
360,44,Female,UK,145.97,2021-10-17,Beauty,2021-10
361,51,Male,UK,323.57,2023-05-23,Sports,2023-05
362,38,Female,Germany,407.06,2022-09-14,Electronics,2022-09
363,47,Male,UK,159.62,2020-05-20,Electronics,2020-05
365,45,Male,UK,136.3,2020-05-18,Sports,2020-05
366,64,Male,Canada,346.74,2022-12-06,Electronics,2022-12
367,50,Male,Australia,350.48,2022-12-19,Home & Kitchen,2022-12
368,22,Female,France,69.46,2021-07-14,Sports,2021-07
369,65,Other,Germany,334.22,2022-12-20,Clothing,2022-12
370,36,Female,,170.12,2023-01-23,Sports,2023-01
371,21,Female,Australia,90.43,2021-12-31,Home & Kitchen,2021-12
372,52,Male,France,252.68,2020-02-09,Clothing,2020-02
373,66,Male,Germany,281.94,2023-10-01,Sports,2023-10
374,34,Other,Canada,281.94,2023-09-12,Clothing,2023-09
375,43,Other,Australia,46.84,2021-03-12,Clothing,2021-03
377,47,Other,Canada,57.51,2022-01-13,Home & Kitchen,2022-01
378,43,Other,Canada,107.69,2023-05-19,Books,2023-05
379,63,Male,Germany,260.36,2020-02-07,Sports,2020-02
380,23,Female,UK,234.27,2021-04-12,Beauty,2021-04
381,52,Other,USA,494.49,2020-11-12,Clothing,2020-11
382,58,Male,UK,296.79,2023-05-19,Sports,2023-05
383,54,Other,UK,167.08,2023-01-11,Sports,2023-01
384,41,Other,France,450.57,2023-10-11,Beauty,2023-10
385,46,Male,USA,159.55,2021-09-21,Books,2021-09
386,43,Other,Canada,140.52,2022-03-25,Sports,2022-03
387,63,Other,UK,249.71,2021-06-22,Home & Kitchen,2021-06
388,48,Other,Germany,457.02,2020-07-27,Clothing,2020-07
389,52,Female,UK,281.94,2023-07-23,Electronics,2023-07
390,50,Female,Canada,340.35,2021-05-06,Beauty,2021-05
392,38,Male,Australia,331.52,2021-08-06,Electronics,2021-08
393,49,Other,France,381.1,2020-02-27,Beauty,2020-02
395,50,Female,UK,281.94,2021-01-30,Books,2021-01
396,20,Female,France,184.27,2023-10-29,Electronics,2023-10
397,35,Female,Germany,426.23,2022-12-21,Clothing,2022-12
398,42,Other,USA,358.65,2020-03-27,Books,2020-03
400,48,Male,Germany,281.94,2023-11-23,Home & Kitchen,2023-11
401,20,Other,Australia,121.72,2023-02-21,Home & Kitchen,2023-02
402,43,Other,Germany,402.74,2021-10-07,Beauty,2021-10
403,63,Female,Germany,125.03,2020-10-09,Sports,2020-10
405,67,Female,Canada,96.39,2022-06-20,Books,2022-06
407,64,Female,,315.96,2020-06-05,Clothing,2020-06
410,19,Male,Germany,318.17,2023-11-18,Beauty,2023-11
411,44,Female,UK,281.94,2020-09-22,Home & Kitchen,2020-09
412,59,Female,France,473.93,2023-07-13,Sports,2023-07
413,19,Female,Canada,263.33,2023-08-04,Electronics,2023-08
415,34,Female,Australia,335.61,2023-09-05,Sports,2023-09
416,57,Male,USA,276.49,2021-04-17,Beauty,2021-04
417,50,Female,Australia,402.9,2021-02-02,Sports,2021-02
418,26,Other,Canada,92.57,2023-01-01,Electronics,2023-01
419,60,Male,Germany,134.17,2021-06-11,Clothing,2021-06
420,65,Other,Australia,461.21,2023-01-11,Home & Kitchen,2023-01
422,46,Female,,281.94,2022-06-08,Electronics,2022-06
423,59,Female,Germany,28.64,2023-12-22,Home & Kitchen,2023-12
424,43,Other,UK,156.74,2020-10-17,Clothing,2020-10
426,67,Male,Australia,210.27,2021-07-16,Clothing,2021-07
427,42,Female,France,162.31,2023-10-18,Electronics,2023-10
428,41,Female,,415.35,2020-07-04,Electronics,2020-07
429,30,Male,USA,6.5,2022-10-25,Home & Kitchen,2022-10
430,24,Other,France,324.09,2023-07-09,Beauty,2023-07
432,62,Female,Australia,332.01,2023-03-11,Sports,2023-03
433,37,Male,France,262.69,2023-07-15,Sports,2023-07
434,18,Other,,307.5,2021-09-17,Home & Kitchen,2021-09
435,25,Other,Canada,406.19,2021-04-14,Sports,2021-04
436,63,Female,,393.18,2022-10-01,Home & Kitchen,2022-10
437,33,Male,Germany,22.14,2022-09-27,Books,2022-09
438,31,Other,France,20.07,2022-12-27,Sports,2022-12
439,29,Female,France,420.28,2020-04-16,Home & Kitchen,2020-04
440,68,Female,USA,289.49,2021-07-24,Books,2021-07
441,40,Female,France,478.93,2023-12-31,Sports,2023-12
442,32,Female,Canada,218.64,2022-11-20,Electronics,2022-11
444,51,Male,Germany,239.25,2021-10-16,Electronics,2021-10
445,19,Female,Germany,221.09,2020-02-11,Beauty,2020-02
446,49,Female,Canada,261.0,2023-04-25,Sports,2023-04
447,40,Other,Canada,404.93,2021-08-19,Beauty,2021-08
448,43,Female,Canada,329.51,2022-05-13,Books,2022-05
449,43,Female,France,96.71,2022-04-27,Home & Kitchen,2022-04
450,42,Male,France,368.57,2023-08-17,Books,2023-08
451,39,Female,,297.99,2020-09-17,Electronics,2020-09
452,39,Other,Australia,281.94,2021-11-01,Home & Kitchen,2021-11
453,43,Male,Australia,340.74,2021-11-26,Beauty,2021-11
454,69,Other,USA,284.16,2023-07-04,Electronics,2023-07
455,59,Male,France,231.47,2022-04-08,Electronics,2022-04
456,23,Male,UK,321.99,2022-12-26,Books,2022-12
457,32,Female,UK,363.24,2020-08-07,Beauty,2020-08
458,60,Female,Germany,116.75,2023-09-08,Sports,2023-09
459,54,Female,France,251.04,2022-05-13,Beauty,2022-05
460,50,Other,UK,231.8,2022-12-18,Electronics,2022-12
461,43,Female,Germany,24.75,2023-04-16,Electronics,2023-04
462,61,Female,USA,418.05,2021-04-05,Clothing,2021-04
464,22,Female,USA,40.98,2023-02-09,Electronics,2023-02
465,56,Female,Australia,231.66,2023-09-09,Beauty,2023-09
466,21,Female,,84.93,2020-06-30,Clothing,2020-06
467,23,Female,Canada,353.69,2021-04-10,Books,2021-04
468,62,Male,Canada,288.03,2020-08-11,Home & Kitchen,2020-08
469,49,Female,Germany,138.71,2021-02-01,Sports,2021-02
470,69,Male,Canada,475.48,2023-03-29,Books,2023-03
471,47,Other,France,149.41,2021-03-29,Electronics,2021-03
473,43,Female,UK,401.78,2022-02-14,Clothing,2022-02
474,57,Female,France,259.38,2021-11-05,Home & Kitchen,2021-11
475,69,Male,Germany,480.62,2020-01-03,Clothing,2020-01
476,43,Female,Australia,422.71,2021-08-15,Electronics,2021-08
477,30,Female,USA,460.9,2021-11-21,Books,2021-11
478,67,Other,Canada,281.94,2023-10-15,Home & Kitchen,2023-10
479,59,Male,Canada,276.44,2022-04-28,Sports,2022-04
480,47,Male,Canada,420.88,2023-08-31,Sports,2023-08
481,36,Other,Germany,452.23,2021-08-28,Electronics,2021-08
483,36,Female,USA,440.18,2020-01-22,Home & Kitchen,2020-01
484,45,Female,Canada,366.72,2021-02-24,Electronics,2021-02
485,43,Other,France,16.99,2023-02-23,Beauty,2023-02
486,54,Male,UK,160.9,2023-11-29,Home & Kitchen,2023-11
487,43,Male,Australia,281.94,2020-09-24,Clothing,2020-09
488,40,Male,UK,81.61,2021-09-06,Clothing,2021-09
490,29,Female,Canada,42.0,2022-01-08,Electronics,2022-01
491,43,Other,UK,281.94,2023-02-03,Clothing,2023-02
492,43,Female,Australia,478.7,2021-10-17,Books,2021-10
493,64,Other,France,159.41,2021-06-28,Electronics,2021-06
494,51,Female,France,84.06,2020-06-19,Clothing,2020-06
496,65,Male,,415.11,2020-11-29,Books,2020-11
498,57,Other,USA,142.86,2021-02-03,Clothing,2021-02
499,62,Other,Canada,124.67,2023-04-06,Beauty,2023-04
500,18,Other,Germany,281.94,2022-08-20,Clothing,2022-08
501,33,Male,UK,48.18,2022-05-24,Home & Kitchen,2022-05
502,56,Female,,336.22,2022-08-15,Books,2022-08
503,22,Male,UK,412.0,2022-05-07,Sports,2022-05
504,39,Male,USA,333.52,2020-11-30,Home & Kitchen,2020-11
505,46,Female,Canada,213.49,2023-03-24,Home & Kitchen,2023-03
507,29,Female,,207.68,2021-09-21,Books,2021-09
509,33,Male,,334.68,2020-03-21,Electronics,2020-03
510,68,Other,Germany,464.39,2022-06-28,Clothing,2022-06
511,54,Male,Australia,39.94,2021-03-25,Beauty,2021-03
512,39,Female,Australia,281.94,2022-10-19,Clothing,2022-10
513,46,Other,Canada,281.94,2022-07-11,Clothing,2022-07
